county,State,Population_Estimate,Per_Age_over_65,M_per_100_F,Per_high_school_Degree,Per_Bachelor_Degree,Median_Income,Per_votes_Rep,Party_Gov,Voting_Behaviour
Effingham County,GA,54630,0.104,99.1,0.382,0.17,63100,0.76,Rep,Rep
Elbert County,GA,19537,0.184,90.1,0.457,0.106,35388,0.67,Rep,Rep
Emanuel County,GA,22731,0.153,95.9,0.402,0.108,32229,0.68,Rep,Rep
Evans County,GA,10814,0.148,86.8,0.379,0.154,37865,0.67,Rep,Rep
Fannin County,GA,23742,0.245,94.4,0.388,0.161,37049,0.82,Rep,Rep
Fayette County,GA,108655,0.152,94.3,0.215,0.438,79066,0.58,Rep,Rep
Floyd County,GA,96169,0.151,93.9,0.31,0.186,41549,0.7,Rep,Rep
Forsyth County,GA,196236,0.107,98.8,0.193,0.456,88816,0.72,Rep,Rep
Franklin County,GA,22110,0.184,96,0.383,0.126,33816,0.83,Rep,Rep
Fulton County,GA,983903,0.1,94.5,0.18,0.493,57207,0.27,Rep,Rep
Gilmer County,GA,28673,0.206,103.2,0.355,0.167,40228,0.82,Rep,Rep
Glascock County,GA,3087,0.175,93.9,0.446,0.081,40759,0.89,Rep,Rep
Glynn County,GA,81743,0.169,89.7,0.282,0.272,45918,0.63,Rep,Rep
Gordon County,GA,55889,0.129,98.5,0.357,0.136,41612,0.8,Rep,Rep
Grady County,GA,25243,0.158,98.2,0.368,0.132,34187,0.66,Rep,Rep
Greene County,GA,16331,0.248,95.4,0.356,0.247,42408,0.62,Rep,Rep
Gwinnett County,GA,859234,0.082,96.2,0.234,0.347,60289,0.45,Rep,Rep
Habersham County,GA,43527,0.172,89.6,0.34,0.175,40907,0.82,Rep,Rep
Hall County,GA,187916,0.131,99.5,0.281,0.227,51202,0.74,Rep,Rep
Hancock County,GA,8881,0.185,121.9,0.406,0.103,24925,0.24,Rep,Rep
Haralson County,GA,28565,0.151,95.5,0.377,0.141,41910,0.85,Rep,Rep
Harris County,GA,32776,0.154,99,0.274,0.267,63824,0.73,Rep,Rep
Hart County,GA,25498,0.199,97.9,0.379,0.135,37653,0.72,Rep,Rep
Heard County,GA,11617,0.149,98.1,0.432,0.102,41525,0.8,Rep,Rep
Henry County,GA,211512,0.098,92,0.305,0.27,60424,0.47,Rep,Rep
Houston County,GA,147570,0.113,94.2,0.3,0.234,53270,0.59,Rep,Rep
Irwin County,GA,9408,0.162,104.1,0.442,0.107,34156,0.74,Rep,Rep
Jackson County,GA,61420,0.129,98.1,0.343,0.192,53379,0.8,Rep,Rep
Jasper County,GA,13593,0.144,96,0.402,0.119,42368,0.72,Rep,Rep
Jeff Davis County,GA,14990,0.138,97.8,0.402,0.096,36385,0.81,Rep,Rep
Jefferson County,GA,16374,0.163,93.6,0.412,0.101,26557,0.44,Rep,Rep
Jenkins County,GA,8922,0.185,99.2,0.368,0.122,24604,0.62,Rep,Rep
Johnson County,GA,9794,0.152,124.8,0.393,0.089,34438,0.68,Rep,Rep
Jones County,GA,28738,0.147,95.1,0.373,0.197,51857,0.66,Rep,Rep
Lamar County,GA,18114,0.157,91.5,0.379,0.172,40344,0.68,Rep,Rep
Lanier County,GA,10403,0.116,101.4,0.305,0.127,37605,0.69,Rep,Rep
Laurens County,GA,47886,0.159,91,0.436,0.151,32356,0.64,Rep,Rep
Lee County,GA,28946,0.102,100.4,0.286,0.233,61537,0.75,Rep,Rep
Liberty County,GA,64427,0.072,102.8,0.315,0.188,42201,0.38,Rep,Rep
Lincoln County,GA,7720,0.199,92.3,0.422,0.122,34243,0.67,Rep,Rep
Long County,GA,16588,0.078,95.4,0.369,0.15,48863,0.64,Rep,Rep
Lowndes County,GA,113203,0.105,96.6,0.283,0.234,36834,0.58,Rep,Rep
Lumpkin County,GA,30921,0.152,96.4,0.286,0.281,43804,0.78,Rep,Rep
McDuffie County,GA,21582,0.154,90.9,0.386,0.142,36656,0.59,Rep,Rep
McIntosh County,GA,14007,0.202,95.1,0.358,0.132,42988,0.59,Rep,Rep
Macon County,GA,14045,0.139,122.1,0.378,0.079,28684,0.36,Rep,Rep
Madison County,GA,28232,0.155,97.5,0.399,0.156,41912,0.77,Rep,Rep
Marion County,GA,8739,0.167,101.1,0.375,0.122,36242,0.6,Rep,Rep
Meriwether County,GA,21297,0.177,91.7,0.39,0.093,35832,0.57,Rep,Rep
Miller County,GA,5936,0.194,91.5,0.403,0.128,33983,0.74,Rep,Rep
Mitchell County,GA,22982,0.144,109.1,0.398,0.114,31915,0.54,Rep,Rep
Monroe County,GA,26915,0.16,101.2,0.354,0.213,48744,0.7,Rep,Rep
Montgomery County,GA,8968,0.151,103.1,0.423,0.146,34672,0.75,Rep,Rep
Morgan County,GA,17900,0.173,91,0.348,0.221,51820,0.7,Rep,Rep
Murray County,GA,39401,0.121,95.8,0.368,0.103,35539,0.83,Rep,Rep
Muscogee County,GA,200285,0.118,96.4,0.277,0.241,42306,0.39,Rep,Rep
Newton County,GA,102645,0.114,90.6,0.32,0.202,49179,0.48,Rep,Rep
Oconee County,GA,34400,0.129,95.6,0.213,0.449,72182,0.68,Rep,Rep
Oglethorpe County,GA,14688,0.169,98.7,0.361,0.172,44226,0.7,Rep,Rep
Paulding County,GA,147400,0.088,95.7,0.356,0.238,60109,0.69,Rep,Rep
Peach County,GA,27086,0.125,93.8,0.301,0.209,41588,0.51,Rep,Rep
Pickens County,GA,29740,0.196,100.5,0.308,0.251,54123,0.83,Rep,Rep
Pierce County,GA,18934,0.149,98.2,0.393,0.142,40247,0.86,Rep,Rep
Pike County,GA,17812,0.141,96.1,0.392,0.16,51338,0.84,Rep,Rep
Polk County,GA,41215,0.145,96,0.381,0.132,37853,0.78,Rep,Rep
Pulaski County,GA,11590,0.161,72.4,0.436,0.121,38750,0.68,Rep,Rep
Putnam County,GA,21247,0.206,98.9,0.39,0.175,44299,0.69,Rep,Rep
Quitman County,GA,2326,0.262,90.7,0.407,0.067,31487,0.55,Rep,Rep
Rabun County,GA,16266,0.244,96.3,0.34,0.259,35211,0.79,Rep,Rep
Randolph County,GA,7315,0.174,104.2,0.353,0.146,28377,0.44,Rep,Rep
Richmond County,GA,201291,0.123,93.8,0.311,0.204,37424,0.33,Rep,Rep
Rockdale County,GA,86901,0.122,89.9,0.312,0.255,50455,0.36,Rep,Rep
Schley County,GA,5074,0.147,98.4,0.344,0.147,39375,0.77,Rep,Rep
Screven County,GA,14206,0.161,95.9,0.422,0.133,34466,0.58,Rep,Rep
Seminole County,GA,8769,0.208,88.3,0.403,0.151,34905,0.66,Rep,Rep
Spalding County,GA,63873,0.154,93.6,0.365,0.159,40246,0.6,Rep,Rep
Stephens County,GA,25620,0.177,93.1,0.383,0.162,40315,0.79,Rep,Rep
Stewart County,GA,5868,0.151,154.7,0.356,0.107,21118,0.39,Rep,Rep
Sumter County,GA,31429,0.144,90.1,0.314,0.191,32758,0.48,Rep,Rep
Talbot County,GA,6490,0.186,93.7,0.433,0.137,34078,0.37,Rep,Rep
Taliaferro County,GA,1721,0.239,92.9,0.439,0.1,26306,0.39,Rep,Rep
Tattnall County,GA,25302,0.12,134.9,0.38,0.109,33980,0.74,Rep,Rep
Taylor County,GA,8401,0.174,92.5,0.365,0.111,28143,0.61,Rep,Rep
Telfair County,GA,16416,0.15,137.4,0.493,0.093,26449,0.65,Rep,Rep
Terrell County,GA,9213,0.168,89.1,0.315,0.112,28688,0.45,Rep,Rep
Thomas County,GA,44824,0.162,90.1,0.327,0.191,36641,0.6,Rep,Rep
Tift County,GA,40787,0.137,93.2,0.336,0.168,37653,0.68,Rep,Rep
Toombs County,GA,27210,0.145,88.1,0.392,0.157,33679,0.73,Rep,Rep
Towns County,GA,10800,0.317,93.3,0.349,0.225,37000,0.8,Rep,Rep
Treutlen County,GA,6762,0.185,95.1,0.416,0.148,38596,0.67,Rep,Rep
Troup County,GA,68867,0.133,93,0.358,0.187,41489,0.61,Rep,Rep
Turner County,GA,8338,0.175,105.7,0.359,0.116,31806,0.62,Rep,Rep
Twiggs County,GA,8509,0.188,96.6,0.387,0.098,30468,0.5,Rep,Rep
Union County,GA,21725,0.304,96.1,0.334,0.219,40799,0.82,Rep,Rep
Upson County,GA,26528,0.172,91.9,0.354,0.121,35774,0.67,Rep,Rep
Walker County,GA,68285,0.161,97.8,0.372,0.147,41632,0.79,Rep,Rep
Walton County,GA,86201,0.135,95.3,0.356,0.179,54453,0.77,Rep,Rep
Ware County,GA,35723,0.157,98.8,0.408,0.129,34909,0.7,Rep,Rep
Warren County,GA,5561,0.2,85.4,0.423,0.125,29176,0.42,Rep,Rep
Washington County,GA,20785,0.153,101.4,0.415,0.129,37932,0.49,Rep,Rep
Wayne County,GA,30046,0.14,105.4,0.421,0.131,38955,0.79,Rep,Rep
Webster County,GA,2720,0.168,101.5,0.463,0.076,37063,0.57,Rep,Rep
Wheeler County,GA,7956,0.119,211.5,0.548,0.056,27620,0.68,Rep,Rep
White County,GA,27791,0.197,94.8,0.312,0.207,40888,0.83,Rep,Rep
Whitfield County,GA,103456,0.123,98.9,0.289,0.14,40596,0.71,Rep,Rep
Wilcox County,GA,8972,0.153,141.2,0.5,0.085,32043,0.71,Rep,Rep
Wilkes County,GA,9991,0.21,89.9,0.434,0.157,32727,0.57,Rep,Rep
Wilkinson County,GA,9386,0.174,95.3,0.512,0.074,38485,0.55,Rep,Rep
Worth County,GA,21156,0.162,93.2,0.411,0.094,37974,0.74,Rep,Rep
Hawaii County,HI,191482,0.168,100.4,0.319,0.267,52108,0.27,Dem,Dem
Honolulu County,HI,984178,0.155,102.5,0.264,0.327,74460,0.32,Dem,Dem
Kalawao County,HI,85,0.248,97.7,0.295,0.347,66250,0.26,Dem,Dem
Kauai County,HI,69691,0.168,100.7,0.3,0.281,65101,0.29,Dem,Dem
Maui County,HI,160863,0.146,100.9,0.312,0.261,66476,0.26,Dem,Dem
Ada County,ID,417501,0.12,100.1,0.214,0.371,56356,0.48,Rep,Rep
Adams County,ID,3880,0.237,111.9,0.354,0.214,39565,0.71,Rep,Rep
Bannock County,ID,83604,0.121,99.4,0.266,0.264,43779,0.51,Rep,Rep
Bear Lake County,ID,5939,0.195,100.8,0.39,0.192,48654,0.75,Rep,Rep
Benewah County,ID,9088,0.204,101.6,0.408,0.132,39863,0.74,Rep,Rep
Bingham County,ID,45407,0.126,100.1,0.294,0.175,50155,0.66,Rep,Rep
Blaine County,ID,21309,0.151,103.5,0.18,0.428,60088,0.31,Rep,Rep
Boise County,ID,6885,0.207,111.3,0.278,0.251,44238,0.7,Rep,Rep
Bonner County,ID,41066,0.203,100.3,0.314,0.21,42171,0.61,Rep,Rep
Bonneville County,ID,107788,0.116,98.2,0.275,0.272,50762,0.6,Rep,Rep
Boundary County,ID,10961,0.196,104.3,0.368,0.16,38961,0.74,Rep,Rep
Butte County,ID,2653,0.192,115.9,0.365,0.156,37891,0.74,Rep,Rep
Camas County,ID,1052,0.173,104.7,0.278,0.183,42614,0.68,Rep,Rep
Canyon County,ID,198921,0.121,98.3,0.32,0.177,42888,0.65,Rep,Rep
Caribou County,ID,6808,0.166,101.5,0.355,0.193,58021,0.75,Rep,Rep
Cassia County,ID,23369,0.13,103.2,0.269,0.178,45695,0.73,Rep,Rep
Clark County,ID,901,0.131,95.4,0.341,0.15,33672,0.72,Rep,Rep
Clearwater County,ID,8560,0.243,123.8,0.34,0.17,38837,0.75,Rep,Rep
Custer County,ID,4234,0.224,105,0.348,0.271,39457,0.74,Rep,Rep
Elmore County,ID,26175,0.117,106.7,0.279,0.166,43848,0.68,Rep,Rep
Franklin County,ID,12914,0.136,102.6,0.334,0.184,48133,0.71,Rep,Rep
Fremont County,ID,12945,0.158,106.5,0.342,0.205,47988,0.72,Rep,Rep
Gem County,ID,16731,0.208,100.6,0.377,0.16,40828,0.75,Rep,Rep
Gooding County,ID,15233,0.165,107.6,0.331,0.144,39930,0.72,Rep,Rep
Idaho County,ID,16312,0.235,110.7,0.373,0.193,38191,0.78,Rep,Rep
Jefferson County,ID,26792,0.103,102.2,0.308,0.202,51171,0.74,Rep,Rep
Jerome County,ID,22653,0.119,102.4,0.282,0.139,41630,0.69,Rep,Rep
Kootenai County,ID,145046,0.163,97.8,0.284,0.232,49403,0.67,Rep,Rep
Latah County,ID,38339,0.113,105.4,0.198,0.457,42439,0.4,Rep,Rep
Lemhi County,ID,7790,0.259,102,0.337,0.215,34329,0.74,Rep,Rep
Lewis County,ID,3812,0.235,97.8,0.343,0.152,36505,0.76,Rep,Rep
Lincoln County,ID,5260,0.122,103.6,0.383,0.116,43273,0.68,Rep,Rep
Madison County,ID,37916,0.062,101.3,0.158,0.348,32233,0.57,Rep,Rep
Minidoka County,ID,20279,0.152,102.9,0.292,0.129,44853,0.71,Rep,Rep
Nez Perce County,ID,39779,0.188,98.1,0.307,0.234,48160,0.62,Rep,Rep
Oneida County,ID,4245,0.189,105.9,0.384,0.141,41338,0.74,Rep,Rep
Owyhee County,ID,11364,0.16,106.6,0.369,0.089,33440,0.78,Rep,Rep
Payette County,ID,22700,0.169,101.9,0.331,0.157,44257,0.76,Rep,Rep
Power County,ID,7731,0.136,102.3,0.398,0.129,44779,0.6,Rep,Rep
Shoshone County,ID,12571,0.21,101.2,0.362,0.141,37665,0.64,Rep,Rep
Teton County,ID,10285,0.078,109.6,0.201,0.398,53474,0.44,Rep,Rep
Twin Falls County,ID,80004,0.145,97.9,0.289,0.177,44048,0.66,Rep,Rep
Valley County,ID,9720,0.204,108.5,0.286,0.298,48384,0.54,Rep,Rep
Washington County,ID,10025,0.224,102.8,0.344,0.139,34775,0.74,Rep,Rep
Adams County,IL,67081,0.181,95,0.361,0.212,45965,0.72,Rep,Dem
Alexander County,IL,7364,0.184,97.4,0.358,0.08,27265,0.53,Rep,Dem
Bond County,IL,17313,0.161,103,0.398,0.176,47946,0.65,Rep,Dem
Boone County,IL,53851,0.131,99.7,0.36,0.202,58248,0.54,Rep,Dem
Brown County,IL,6859,0.132,176.3,0.419,0.14,50739,0.76,Rep,Dem
Bureau County,IL,34115,0.193,96.2,0.394,0.179,50423,0.57,Rep,Dem
Calhoun County,IL,4999,0.222,102.3,0.435,0.157,53869,0.67,Rep,Dem
Carroll County,IL,14926,0.225,99.9,0.433,0.162,48631,0.6,Rep,Dem
Cass County,IL,13254,0.159,104.5,0.465,0.138,47434,0.64,Rep,Dem
Champaign County,IL,205766,0.108,99.6,0.228,0.434,46495,0.37,Rep,Dem
Christian County,IL,34200,0.182,104.5,0.441,0.142,45334,0.69,Rep,Dem
Clark County,IL,16159,0.185,94,0.382,0.181,50517,0.72,Rep,Dem
Clay County,IL,13582,0.185,97,0.386,0.148,44209,0.8,Rep,Dem
Clinton County,IL,37929,0.155,105.5,0.327,0.209,63236,0.72,Rep,Dem
Coles County,IL,53037,0.146,93,0.322,0.241,39588,0.6,Rep,Dem
Cook County,IL,5236393,0.126,94,0.24,0.358,55251,0.21,Rep,Dem
Crawford County,IL,19541,0.18,106.5,0.336,0.188,47468,0.72,Rep,Dem
Cumberland County,IL,10943,0.176,101.4,0.372,0.136,46061,0.76,Rep,Dem
DeKalb County,IL,104345,0.108,97.5,0.263,0.299,54101,0.45,Rep,Dem
De Witt County,IL,16388,0.175,101.4,0.386,0.192,53959,0.68,Rep,Dem
Douglas County,IL,19826,0.161,96.2,0.362,0.177,51810,0.7,Rep,Dem
DuPage County,IL,930412,0.13,96.2,0.19,0.468,79658,0.4,Rep,Dem
Edgar County,IL,17992,0.199,95.5,0.392,0.181,45691,0.72,Rep,Dem
Edwards County,IL,6649,0.191,97.6,0.368,0.111,44497,0.84,Rep,Dem
Effingham County,IL,34332,0.163,99.9,0.364,0.209,52224,0.78,Rep,Dem
Fayette County,IL,22136,0.167,110.5,0.4,0.133,43944,0.77,Rep,Dem
Ford County,IL,13835,0.193,98.2,0.388,0.166,49947,0.71,Rep,Dem
Franklin County,IL,39694,0.19,97.1,0.344,0.147,39512,0.71,Rep,Dem
Fulton County,IL,36323,0.186,107.8,0.359,0.159,46083,0.54,Rep,Dem
Gallatin County,IL,5385,0.225,91.3,0.414,0.095,39636,0.72,Rep,Dem
Greene County,IL,13502,0.183,101.4,0.409,0.12,42565,0.75,Rep,Dem
Grundy County,IL,50277,0.124,99.6,0.376,0.209,65887,0.59,Rep,Dem
Hamilton County,IL,8322,0.2,96.5,0.353,0.14,44159,0.77,Rep,Dem
Hancock County,IL,18738,0.217,97.5,0.375,0.204,47699,0.73,Rep,Dem
Hardin County,IL,4228,0.199,106.8,0.343,0.119,38838,0.77,Rep,Dem
Henderson County,IL,7042,0.229,94.9,0.44,0.139,47672,0.62,Rep,Dem
Henry County,IL,49883,0.181,98.5,0.352,0.206,53480,0.58,Rep,Dem
Iroquois County,IL,29053,0.2,95.5,0.411,0.152,47834,0.75,Rep,Dem
Jackson County,IL,59534,0.126,100.8,0.25,0.354,33871,0.44,Rep,Dem
Jasper County,IL,9635,0.176,99.5,0.391,0.176,54209,0.78,Rep,Dem
Jefferson County,IL,38578,0.173,105.6,0.328,0.162,43247,0.69,Rep,Dem
Jersey County,IL,22625,0.169,95.6,0.377,0.174,53271,0.71,Rep,Dem
Jo Daviess County,IL,22397,0.234,101,0.382,0.236,53221,0.55,Rep,Dem
Johnson County,IL,12829,0.186,130.7,0.314,0.167,42287,0.77,Rep,Dem
Kane County,IL,524886,0.113,99,0.235,0.316,70696,0.42,Rep,Dem
Kankakee County,IL,112221,0.145,96.7,0.341,0.188,52110,0.54,Rep,Dem
Kendall County,IL,120036,0.078,98.7,0.246,0.349,84385,0.48,Rep,Dem
Knox County,IL,52112,0.194,100.8,0.366,0.177,39976,0.49,Rep,Dem
Lake County,IL,702898,0.117,99.6,0.213,0.432,78026,0.37,Rep,Dem
LaSalle County,IL,112579,0.171,100.6,0.375,0.162,50633,0.54,Rep,Dem
Lawrence County,IL,16665,0.165,149.9,0.343,0.094,40841,0.75,Rep,Dem
Lee County,IL,35027,0.171,112.2,0.377,0.173,52379,0.57,Rep,Dem
Livingston County,IL,37689,0.166,101.7,0.405,0.152,54254,0.68,Rep,Dem
Logan County,IL,29956,0.168,102.9,0.333,0.172,50539,0.67,Rep,Dem
McDonough County,IL,32009,0.148,95.7,0.292,0.341,40314,0.53,Rep,Dem
McHenry County,IL,307357,0.117,99.2,0.265,0.325,77222,0.51,Rep,Dem
McLean County,IL,173114,0.11,94.9,0.257,0.44,62211,0.47,Rep,Dem
Macon County,IL,109193,0.173,92,0.346,0.23,47176,0.57,Rep,Dem
Macoupin County,IL,46844,0.184,97.9,0.373,0.181,51206,0.65,Rep,Dem
Madison County,IL,267356,0.153,95.7,0.323,0.253,53431,0.55,Rep,Dem
Marion County,IL,38665,0.18,95.9,0.354,0.145,42238,0.7,Rep,Dem
Marshall County,IL,12173,0.214,97.3,0.403,0.168,53423,0.64,Rep,Dem
Mason County,IL,14126,0.201,98.1,0.413,0.141,41567,0.63,Rep,Dem
Massac County,IL,15016,0.198,93.2,0.317,0.148,40977,0.73,Rep,Dem
Menard County,IL,12611,0.173,95.4,0.372,0.232,60486,0.66,Rep,Dem
Mercer County,IL,16107,0.2,98.5,0.419,0.157,54757,0.57,Rep,Dem
Monroe County,IL,33539,0.154,96.3,0.337,0.275,70859,0.66,Rep,Dem
Montgomery County,IL,29348,0.182,108.6,0.417,0.129,46966,0.67,Rep,Dem
Morgan County,IL,35129,0.179,102.3,0.414,0.223,45978,0.62,Rep,Dem
Moultrie County,IL,14927,0.186,95.7,0.369,0.157,49681,0.72,Rep,Dem
Ogle County,IL,52397,0.169,99.3,0.337,0.198,54849,0.6,Rep,Dem
Peoria County,IL,187112,0.146,94,0.286,0.291,51147,0.46,Rep,Dem
Perry County,IL,21810,0.167,113,0.383,0.134,42478,0.7,Rep,Dem
Piatt County,IL,16495,0.178,98.2,0.347,0.275,66261,0.63,Rep,Dem
Pike County,IL,16144,0.197,99.5,0.43,0.152,40588,0.77,Rep,Dem
Pope County,IL,4331,0.234,107.3,0.323,0.152,39223,0.79,Rep,Dem
Pulaski County,IL,5871,0.195,95.5,0.355,0.116,31980,0.64,Rep,Dem
Putnam County,IL,5822,0.193,102.2,0.427,0.125,56358,0.57,Rep,Dem
Randolph County,IL,33069,0.172,118,0.424,0.12,48158,0.71,Rep,Dem
